Variable1,Variable2,Partial_Spearman_Correlation,P_Value,FDR_Corrected_P_Value
WAB_naming_postpre,Cluster_Trained_prepost,0.4489164086687306,0.061657362626140765,0.061657362626140765
WAB_naming_postpre,Cluster_TrainedvsUntrained_prepost,0.4901960784313726,0.038903445723445826,0.061657362626140765
